filename,chroma_stft_mean,chroma_stft_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var
1960\segment_1.wav,0.28165492,0.09172158,1984.9607059661134,1117651.6100214124,2141.434544422959,130586.0683560213,4010.7253060038292,2622840.3272390063,0.10052194926908582,0.012300279368583493
1960\segment_10.wav,0.36150777,0.08889466,2795.594355142617,722888.2134868094,2724.6214449257686,85038.23677932988,5918.936248596557,1545391.5211290016,0.1160942225879873,0.007536688438713369
1960\segment_11.wav,0.29802,0.09747764,2085.6785641775928,1239999.4164019474,2118.0491917279483,119020.4673826122,3973.805970397741,2518527.464379586,0.10429993518123884,0.013729262851282308
1960\segment_12.wav,0.2672004,0.09769996,1594.5188349718806,1157533.8284487205,1540.166792033591,232830.16741121022,2964.987606159301,2583063.0289099277,0.09220837112467019,0.01069537439628107
1960\segment_13.wav,0.2887108,0.09555131,1711.1465961940253,972545.7213398038,1704.8634845135427,160232.9325267009,3289.271770061544,1955309.3396808873,0.09102990932719886,0.010028435208169284
1960\segment_14.wav,0.28799668,0.093314976,2132.686878999,1380163.0462340137,2190.5690323301087,153509.5990511102,4265.42677165043,3156715.3117387295,0.11030249017623243,0.014433327763041976
1960\segment_15.wav,0.2950797,0.095883474,1962.2714658652983,1123872.315180757,2226.659325395542,292803.82355363126,4041.2823120465628,3975848.7983626993,0.08398614043173168,0.009249431441844405
1960\segment_16.wav,0.26410505,0.089817405,1760.6195158349683,356973.5583384388,2201.0156328581033,206349.8499861735,3759.059894507383,2247598.971983478,0.07205579334266803,0.00097478829310637
1960\segment_17.wav,0.25572193,0.092538945,2154.709472277741,614250.3903545226,2209.0169511253316,132577.11716862317,4249.811801969451,2181981.790547301,0.10552537601183566,0.006399708289446387
1960\segment_18.wav,0.2549034,0.09527167,1817.6890911789906,1364804.735677088,1951.8969608062205,129069.2781557076,3466.369538928133,2823967.686629184,0.0917190139358108,0.014927023313016846
1960\segment_19.wav,0.3460341,0.08641394,1726.2902665067616,487531.5678277858,1286.917423166953,32334.49813689686,3121.6144573577785,665059.5924825006,0.12631291723103716,0.0060188312332319326
1960\segment_2.wav,0.2836558,0.09143162,1895.3527307181778,900080.7040887383,1827.9193116443282,212483.21433806547,3472.8291069402067,2151926.2162468587,0.11230214398999107,0.009447103910623632
1960\segment_20.wav,0.3097897,0.09654118,1737.5782130970633,1577399.7557581714,1721.4317271361824,174561.04515295412,3236.2401558402535,2890883.4007369326,0.09402179851398601,0.016946759676081006
1960\segment_21.wav,0.2840381,0.09543444,1669.5580225058095,698182.6361251526,1671.998195115779,108172.27612806908,3136.782436570797,1404284.367950687,0.09046487704516508,0.007264502720199828
1960\segment_22.wav,0.2702607,0.09755253,2274.949681098994,1304341.557150076,2121.160984601059,119026.62596700483,4226.176794251399,2655885.25259032,0.1279316444038488,0.014532496972785715
1960\segment_23.wav,0.3214712,0.09275633,1758.202814246032,905552.8069613788,2143.4397483259863,189721.1084551669,3623.4744950509435,2909613.135911108,0.07667849795997447,0.008813506676186125
1960\segment_24.wav,0.26274797,0.09738331,1756.2625397720503,1086899.7765288968,1841.1970692184427,142969.60921699827,3289.907901532611,2515401.092982883,0.0856132323748797,0.010350881176098956
1960\segment_25.wav,0.29437345,0.1006521,1373.4143839613591,674798.3751164714,1670.6997708421009,267389.3110601369,2747.884695870536,2333110.3657915876,0.051700005775588295,0.0025618720380490567
1960\segment_26.wav,0.33661377,0.08907428,1971.395356699646,486324.4257110034,2237.4931518511053,133662.30010100195,4242.545217289615,1585537.3254247438,0.08051946347916124,0.004037421400470156
1960\segment_27.wav,0.29240707,0.09810469,2228.489152624403,1078529.9305002098,2354.0857622790763,167906.88162488505,4605.392780172414,2589120.7172537264,0.10017926095545977,0.01167102356061609
1960\segment_28.wav,0.35144842,0.09157201,2662.5586721815453,665739.2171493091,2483.1252092152727,88855.33111606643,5289.5868169266205,1455782.3896349072,0.1424225713056648,0.008110984182417418
1960\segment_29.wav,0.28027067,0.09085766,2201.993593412717,995692.3959693266,2282.4381097453584,325162.3276847086,4748.001728947418,3497333.5703452695,0.10030122999949526,0.008302853901323423
1960\segment_3.wav,0.23917373,0.09510917,1188.9611721266826,869753.8406655883,1106.1141687579081,182203.00151617406,2019.462756520955,1844917.6799342232,0.076081630103987,0.008324317897445912
1960\segment_30.wav,0.24110118,0.09285936,1606.3209470577006,968307.1873669167,1697.2109228980019,119480.85809665716,2817.649628724845,1976162.9634696306,0.09140626679674063,0.011044069068063324
1960\segment_31.wav,0.26310438,0.09462139,1686.3358294029545,984009.5135699811,1818.6416627391116,195506.48803895173,3024.2383795109326,2470009.714076938,0.09021676361745357,0.010625163873878058
1960\segment_32.wav,0.33074647,0.09243126,2543.7026644868324,1123186.282727887,2403.8634487560116,95492.68962354136,5208.068130220804,1909835.491654316,0.11856525948701205,0.013517163236455248
1960\segment_33.wav,0.27016535,0.097769454,1895.3008546938725,1106028.9075666657,2125.9287763246502,126273.8360908679,3845.2094979765484,2521641.1951924786,0.08567547224732379,0.011661080765099294
1960\segment_34.wav,0.31665593,0.09100557,2073.462723527403,713222.4924224351,2250.6829811597872,133528.45496750038,4210.116968399439,2246119.5408409503,0.09249695345886752,0.006476065922283308
1960\segment_35.wav,0.3206914,0.09581586,2693.05346851374,1634058.0952872555,2612.2801258162017,177910.4076990961,5575.48807622494,3660452.5071384064,0.12888132538490038,0.0201034929133184
1960\segment_4.wav,0.26917493,0.09588015,1356.5872582696127,864618.6966707561,1323.3313151187604,150317.37183848367,2529.364622857825,1920448.7302428833,0.0769106034526083,0.008027936494445343
1960\segment_5.wav,0.2687984,0.09256966,1383.9078962168385,1020708.8700123217,1589.6541776789509,450368.23525457724,2468.0578574551123,3392576.361858488,0.07723146080455004,0.008524293700541996
1960\segment_6.wav,0.25238925,0.09370776,1620.6705902243293,723119.5841601075,1530.8641737373462,113403.61542917084,3164.072218576772,1637458.3933488776,0.09374263100040632,0.007410000283343281
1960\segment_7.wav,0.26522216,0.09551672,1350.3525528879916,1240881.5951821555,1334.8979316736913,232275.83111612356,2380.8459855002493,2612806.59238751,0.08529633930191075,0.01179302444830479
1960\segment_8.wav,0.28040528,0.09771663,2217.8585701928046,912371.5729324328,2214.9122125132053,193916.91068352468,4492.452052075348,2606402.961421698,0.10764347586518454,0.007700097280006582
1960\segment_9.wav,0.2657124,0.09679398,1679.16831619644,900361.5714434135,1722.4191850183029,182649.25420403745,3106.2118791695434,2396009.2736609005,0.09721436427454351,0.008872097706445311
