filename,chroma_stft_mean,chroma_stft_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var
1990\segment_62.wav,0.40780887,0.086337574,2822.5787918772394,996056.875325147,2733.5534331688664,163742.7999659713,6064.122530631542,2684753.160819306,0.14191296515955848,0.010504643206681832
1990\segment_63.wav,0.42515883,0.08663446,2713.4855629627473,848094.6908378941,2581.6923560051655,184262.54875146487,5616.781476435771,2673337.5676568286,0.14132496297511132,0.009266076761338964
1990\segment_64.wav,0.45429036,0.08321814,2886.8924294985986,822275.7130672884,2769.184378025461,95781.5239362259,6213.670944120085,1666719.3927980505,0.13930804111299225,0.010084576389327762
1990\segment_65.wav,0.42531425,0.088134974,2978.2371560907527,1047667.5995627242,2820.1290484879232,185224.6598705653,6280.515167871684,2784431.0015822225,0.14081908512124627,0.009757605924200575
1990\segment_66.wav,0.34426025,0.08746542,2135.9518011738287,995018.2133697416,2522.954923028148,304486.095960575,4806.52040186837,4681647.314948067,0.08538461628677943,0.00535961856957703
1990\segment_67.wav,0.411618,0.084785886,2791.042433581147,800743.1643893553,2820.7185352353017,151114.9636232912,6125.921116740348,2684550.6494261944,0.12562353410164687,0.006465260235001836
1990\segment_68.wav,0.354449,0.09014369,2306.9251162051,893284.8555876774,2544.3299954095137,152070.41818372213,4959.79778740496,2979437.1435369207,0.09813906707949528,0.006936822814478558
1990\segment_69.wav,0.39208853,0.08474315,2797.2339002331937,902530.8358870549,2507.525435340923,155278.4680299862,5434.955237265379,2584412.7951504076,0.16055367713871108,0.009949612901807228
1990\segment_7.wav,0.30718467,0.0910493,1929.6383229935545,1470983.6164950612,2195.3819788466762,446633.7716509439,4041.3500784262696,5620684.592673636,0.08728452005815146,0.011961576571026932
1990\segment_70.wav,0.3232665,0.09080147,2551.7618760345504,652319.5398487871,2442.2596210235415,145363.67555751558,5092.190041556816,2213975.9040578916,0.12986145964347912,0.006443322356127043
1990\segment_71.wav,0.3526611,0.0923307,2442.8507320033414,1141995.8332421102,2683.5668417770935,300586.95490884775,5495.06546253559,4654170.6395922,0.10154948146574556,0.007856373353493389
1990\segment_72.wav,0.32543838,0.087398015,2422.7725328068527,995484.8832830938,2453.7926371493945,177744.66678734313,5016.334250246408,2961541.352983255,0.12388100638847233,0.00961950235709518
1990\segment_73.wav,0.34936246,0.08601988,2172.65882716485,828436.5947516222,2364.1014203215213,200782.104569091,4672.746741852427,3107584.739781329,0.10384333714174863,0.006676079950096377
1990\segment_74.wav,0.4451913,0.08402945,3702.5545033622634,1113222.4316300547,2897.059703461764,130019.91196450421,7280.8808731845975,1893382.9771370217,0.23166677925843207,0.01519082003817206
1990\segment_75.wav,0.36694214,0.09020446,2728.713499988836,944403.5828391478,2748.9074988401535,146602.54049499793,5977.707810603127,2808716.4878317905,0.1320161404261554,0.010457083111183277
1990\segment_76.wav,0.40863684,0.08458745,2898.90566793185,511107.66875141655,2699.016161819266,106049.93698251015,6027.6432791620055,1470954.8431966421,0.15472799622460395,0.005040565060142202
1990\segment_77.wav,0.42395455,0.08548469,3421.742935563653,978549.6093446101,2879.1015150592057,109158.8716700711,6905.364281664614,2056190.7515700173,0.19477818318738063,0.010126001777225705
1990\segment_78.wav,0.36401942,0.08362612,2633.2886074039097,896760.9507962548,2867.6651798952075,160753.04306467785,6027.987646912266,3024383.9018645547,0.11983914641961785,0.007680338864953273
1990\segment_79.wav,0.377695,0.087517746,2476.2693440192597,729185.105930404,2754.457638460524,245514.74860888318,5794.747313386476,3093811.555595173,0.1051310795312695,0.004821523205731173
1990\segment_8.wav,0.31701797,0.08815618,2030.085389270895,858678.9152848073,2258.326621769596,263787.57902532804,4175.678718496033,3353217.506358166,0.09583655110893041,0.007406004126464554
1990\segment_80.wav,0.3898942,0.08973889,2743.1266137177977,538239.3683754618,2729.935552816449,112114.61710053567,6040.560315834604,1852034.9123623036,0.13914462652439025,0.005675756585460983
1990\segment_81.wav,0.4384566,0.084816724,2351.743482339368,679610.9692562039,2541.7380380024915,191279.675323497,5140.012208430871,2618108.910055857,0.10144320560326295,0.004051901934839357
1990\segment_82.wav,0.46353322,0.08934623,2735.7638293645746,669852.2359447957,2735.0064019105394,123625.82271991926,6014.081530267793,2092675.2235139627,0.1150749544647158,0.0059403911609492216
1990\segment_83.wav,0.39751467,0.09398008,1650.706173655043,854479.3259617302,2127.8608353375876,414843.8680341116,3572.3286165555583,4458668.4217003295,0.06401809219142918,0.0041318159015919466
1990\segment_84.wav,0.37129462,0.09362496,2344.3051376751246,960148.8390248746,2541.176115531064,233209.46443777566,4974.21618115587,3629430.8865079,0.1062747108967913,0.008451623308612991
1990\segment_85.wav,0.4052688,0.089847565,3004.516914900842,1055097.8773102665,2951.8890028578853,149658.4456499051,6599.217915228979,2841727.8422078495,0.138092510424831,0.011413260208620468
1990\segment_86.wav,0.3687816,0.09191095,2520.2237584932573,782163.9917902175,2618.0051947251854,175767.7669058542,5422.38844430789,2872596.071872776,0.11345750295773499,0.006475419833214408
1990\segment_87.wav,0.33575326,0.09168887,2800.065412553802,488720.3961743216,2775.808869890355,130730.85737903236,6057.666204576936,2106771.331879371,0.12769322764850738,0.0039035470150482554
1990\segment_88.wav,0.37499908,0.089319736,2693.1097004482067,820003.1981911446,2603.945262512491,204409.127825842,5620.00414265451,2967559.376537861,0.12996732897100105,0.0061672630256920085
1990\segment_89.wav,0.4210058,0.08523465,2832.911874268536,516874.0906785476,2749.254261317795,98576.01789501998,6111.873226926743,1581112.5216327566,0.13100217465792868,0.004332337189036119
1990\segment_9.wav,0.3085051,0.090479165,2320.8010294915907,1220048.9325609312,2348.4044084455522,224423.5168452914,4746.499318726377,3334135.586160733,0.11441320827146328,0.012406320837498196
1990\segment_90.wav,0.37251803,0.088051364,2613.437826438291,497899.26681431493,2472.8385911821915,95485.64799877569,5403.431020278294,1378387.2426882135,0.14560484868093726,0.005696237409516645
1990\segment_91.wav,0.35076907,0.09081748,2093.6754703462493,1864796.4014012276,2376.29026896004,606392.2094258602,4370.236710869956,7700997.729805127,0.0911445199927954,0.009488383350276387
1990\segment_92.wav,0.3843173,0.088577084,2632.9702127137853,686805.66503424,2717.648663513676,95145.73583902724,5957.913398408137,1765231.2826150907,0.11091814492764972,0.006156048720700021
