filename,chroma_stft_mean,chroma_stft_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var
2000\segment_1.wav,0.3722276,0.09630927,2475.8196965459283,1260711.8325750737,2538.1941622975623,274113.8140071899,5281.064358883827,4456652.554872248,0.10967185969747277,0.006741215992160988
2000\segment_10.wav,0.43974692,0.08513068,2438.5117540749484,539546.9963509612,2530.3420989538977,138302.86707641912,5363.439105308219,1770855.7423722055,0.10598995335118527,0.005266122846887433
2000\segment_11.wav,0.42198944,0.088100046,2849.1336763970708,765317.183631809,2687.6229557171523,169053.04050716496,5876.1022414312865,2522576.2037261766,0.12839886116674842,0.006625311264771724
2000\segment_12.wav,0.4305843,0.085466936,2547.263178549432,694191.3621067564,2503.1826409003684,108879.6370538633,5351.553333897045,1614366.6258496165,0.11353680184147825,0.008137629561359364
2000\segment_13.wav,0.37320545,0.09163035,3021.6987141318036,923272.3973076745,2612.689276281592,219653.9488324266,6093.885455532061,2652088.9894024236,0.16805461325190643,0.00952951677765828
2000\segment_14.wav,0.41495472,0.08652271,2724.015580174994,511870.5486992946,2643.302317572575,123466.50671464611,5819.508933356695,1577344.8525940878,0.135389336658971,0.00567641243378624
2000\segment_15.wav,0.33748066,0.08972346,2238.8774438381342,954248.5830041289,2451.9395780145046,287821.7322725561,4999.730327111164,3528548.132155461,0.09177136603202529,0.0067675580178501735
2000\segment_16.wav,0.38901618,0.08782398,2649.745038190242,848760.8736611935,2546.314137950993,248670.23091977637,5526.7275717551975,2864493.3087478545,0.13057827932359162,0.005551597477074104
2000\segment_17.wav,0.43777716,0.090721294,2862.4930614427944,502244.0931754855,2649.304953617844,105977.73705504682,5990.806329718159,1501882.770474574,0.13465025137404973,0.005771962738195639
2000\segment_18.wav,0.44518015,0.088142134,2646.7318778605845,1241555.8630632053,2512.502187915089,154826.85079755684,5419.986621531671,2696561.8256063117,0.1223737913396861,0.015578468736884074
2000\segment_19.wav,0.39742705,0.085629955,2313.519258005111,661260.1254301267,2400.927572804736,236228.18414776388,4829.050938901345,2546020.711393083,0.10145613399975087,0.005426799159462802
2000\segment_2.wav,0.4328743,0.089957744,2618.6938908466846,579369.5372895114,2484.475581342563,152856.57268785426,5415.230805450893,2090305.2462715982,0.12970950188580843,0.004974564908873816
2000\segment_20.wav,0.34449345,0.096026376,3024.7726503406666,920832.933792042,2821.342970063611,161150.27268889188,6370.812703377469,2831522.754357976,0.14660073262642132,0.009713063406812036
2000\segment_21.wav,0.29291648,0.093102805,2003.633333033847,831955.1201635185,2229.9337622996727,310002.3545795627,4195.153029421543,3476738.0448630783,0.09250818914112631,0.006496222002023476
2000\segment_22.wav,0.3971721,0.08740767,2634.0548966254423,749070.7853119833,2547.341474890327,225255.32386416136,5515.66721306329,2949564.707001407,0.12665395229381937,0.006450211646697431
2000\segment_23.wav,0.39153343,0.086955115,2320.6786020704417,801879.6815276779,2533.0584139930943,262760.14899919624,5067.315530366932,3174148.4191422747,0.09167627428996274,0.004186830044298288
2000\segment_24.wav,0.3828408,0.08933118,2435.8986684259207,697983.9436606831,2433.576797304006,244944.6158636877,5040.642619935015,2947254.034608285,0.11899279673165138,0.004922210400395876
2000\segment_25.wav,0.41685066,0.08978966,2740.334975226159,1115826.0066732424,2703.6334652643286,151615.99739171177,5916.607606087378,2699251.1078568683,0.12744828742275038,0.00976043003296149
2000\segment_26.wav,0.44257447,0.08441495,2459.1709710060136,557402.378779578,2389.6986115775894,136858.1543844543,5052.494134214306,1347306.809016259,0.12321812365137977,0.005964560639176215
2000\segment_27.wav,0.4166056,0.09684255,2328.1957183090326,1032296.8395957907,2568.0553557507633,300785.1522026719,5012.639018917872,4625422.771844913,0.09590628727924537,0.006748859815105983
2000\segment_28.wav,0.4384703,0.08549154,2978.0425819473235,766984.8597703914,2744.3590743811305,101252.79448836489,6337.5036956054,1327666.7371445892,0.1366828245929239,0.008789002353597686
2000\segment_29.wav,0.4378518,0.089656375,2674.0410960812146,637024.2295580293,2602.3202704369623,245446.2671384576,5731.380086870336,2735245.429675758,0.11904316540437693,0.0055075781538720505
2000\segment_3.wav,0.4600419,0.08602367,2910.846859319993,1104875.9413179974,2684.2084328537085,239409.85503565837,5991.357917891749,3117572.2280588774,0.1446554903857782,0.009514227749868338
2000\segment_30.wav,0.48338732,0.08170469,2898.2063480319725,877172.4532758623,2781.7581221674127,122166.28012436647,6192.4657324316395,1940762.743044771,0.1474691831115987,0.010722170336809202
2000\segment_31.wav,0.35747683,0.09260733,2754.5108174902375,760266.5256932444,2727.961571349121,222111.87397728505,5925.8671604905885,2965380.7226534616,0.12417565720677783,0.0052560996099622545
2000\segment_32.wav,0.39154595,0.09122471,2925.196947333336,566985.730578753,2730.1447541562397,158722.40502089853,6144.919037917564,2189537.8645485514,0.14012285605244254,0.004362100239114413
2000\segment_33.wav,0.38561705,0.08247351,3223.585188540549,596285.4511740252,2860.333274573089,124880.60688326214,6779.728107063138,1586573.641293437,0.17145977790829342,0.007757793213333366
2000\segment_34.wav,0.43277985,0.09338062,2645.3938246581874,1038433.2143002673,2448.1519924223035,221104.89745154153,5254.796857071747,3247303.4716303237,0.13331580934462742,0.009164736498210698
2000\segment_35.wav,0.38128898,0.09001602,2662.701851831363,1119833.7920837977,2753.462220463276,288730.3955633438,5928.907399152143,3702390.4882689063,0.12400826001887211,0.008630633063334102
2000\segment_36.wav,0.45978448,0.08314867,2699.703702009074,1548195.8267860394,2520.1346453401075,178313.60786643354,5514.2542597073225,2991053.2344795973,0.1348603661380597,0.017108749117031804
2000\segment_37.wav,0.47577837,0.07884374,2694.201171147754,246171.0926495555,2507.9950345009847,84095.9959861704,5629.949494164574,753191.5326264051,0.12062355795884425,0.0015455082717072855
2000\segment_38.wav,0.4394214,0.08840657,2696.9068532064257,568769.9511567028,2794.0066625002332,168911.26179345555,6089.28347231245,2540421.081784502,0.11690658009078024,0.0035075977209455783
2000\segment_39.wav,0.42067355,0.08325658,2698.7787254172645,331626.35261673405,2655.8166933403036,116429.63395467382,5965.895248188438,1328818.3220947597,0.13105471514899492,0.002434371397961622
2000\segment_4.wav,0.43071148,0.0886362,2690.0124781490917,547213.1849731473,2677.963077626382,191488.90964591704,5866.262306515866,2060082.6273321346,0.11385530312155837,0.003193339976472351
2000\segment_40.wav,0.41232318,0.08861049,2654.9053437614516,482628.9255455732,2803.8745644721753,139939.40515470278,6095.361153322643,1591161.1038805638,0.09426921597011283,0.0034600919952226224
2000\segment_41.wav,0.4096534,0.090405,2682.0980282176224,375493.10998900636,2635.6525387327993,135305.90218977586,5863.102032242803,1291934.7162305685,0.12787422536868528,0.002661380558482744
2000\segment_42.wav,0.42667893,0.08514103,2984.2707299998933,412432.72425743623,2790.0445170951407,93086.01615033054,6367.566932091346,1017997.5472182797,0.14447511472902097,0.003519263217457233
2000\segment_43.wav,0.463828,0.0834859,3204.862453523602,319117.3616268151,2859.778166747512,90675.97079248918,6657.472067625484,960416.5928466136,0.16714039324484092,0.003297810061583925
2000\segment_44.wav,0.42030472,0.09048779,2859.746996912919,403768.8196725496,2686.0650246001355,99896.07848324935,6100.614125834119,1125892.0035696013,0.1407825600937686,0.0034196194316085064
2000\segment_45.wav,0.38392764,0.093573384,3049.5532447878263,561680.703277693,2906.6484012993083,120799.68006048976,6608.731010905857,1358955.6847606848,0.13753232476431565,0.004917047450684648
2000\segment_46.wav,0.4315277,0.08616523,2854.3808252426393,455563.22292446153,2892.7821688607837,82617.30280468194,6503.364927475392,1369027.6052819672,0.11270321288595021,0.0031659554514280428
2000\segment_47.wav,0.45476288,0.08253486,2921.7304937727076,453735.13166359137,2559.9708944609524,70091.93037483042,5817.265768366977,866421.452194332,0.1559717680415671,0.007021100415431676
2000\segment_48.wav,0.44701442,0.080071025,2928.7395235400923,445397.3838061221,2686.739207987379,111833.55872951128,6118.117241010274,1228123.720843554,0.16036100111777016,0.004330813966205794
2000\segment_49.wav,0.39967468,0.09034529,2768.1181103880413,478855.24666948133,2473.6656740525405,107488.10020345578,5532.5907128552,1270374.2071036338,0.15695177883162031,0.0045543954026206505
2000\segment_5.wav,0.31494674,0.09458891,2061.0613730408877,778441.3859330089,2336.8406547558175,397864.2382189495,4554.461670571946,3466969.036771329,0.08473871726555011,0.004151815050379296
2000\segment_50.wav,0.40120086,0.10152255,2625.103941346832,1180774.4573546587,2532.0171632001625,261429.0896223482,5402.031718214897,3365644.144625945,0.11978614936440678,0.011307386687660652
2000\segment_51.wav,0.41369954,0.085090786,2799.742580559307,553810.1209107549,2756.1168788362115,183051.97622942054,6079.56054156182,2006154.4611567901,0.12253362180359086,0.0033868829961787267
2000\segment_52.wav,0.3679439,0.09789688,2696.788027424882,552745.925901927,2618.9580553168353,116242.70318120299,5909.114685058594,1368638.4417853318,0.123187255859375,0.005412263954628487
2000\segment_53.wav,0.40676242,0.09597475,2986.336508877355,718468.2201186437,2933.1671434005416,135625.08945476002,6704.96361451049,1840079.6269123734,0.13948699737762238,0.006902440157542457
2000\segment_54.wav,0.40614998,0.09120297,2909.95996238947,893510.1376263519,2861.3727610555384,217630.1318588038,6420.731578929597,2928955.6528052115,0.14359038304210917,0.007381157532423495
2000\segment_55.wav,0.40761602,0.08687606,2443.047813747444,406207.707863003,2564.018822289638,155247.38098190053,5403.540722728215,1960118.9452615904,0.11152189025654016,0.0027446352928414543
2000\segment_56.wav,0.41879463,0.09097723,2652.497016681554,1036422.7519248368,2624.713766915681,245307.183037324,5555.699528499953,3862701.9511079956,0.12377208908970477,0.005564675551693497
2000\segment_57.wav,0.3877658,0.08863171,3033.721283755515,546310.8912511026,2593.494446874247,152544.68629381567,6073.474575229458,1747964.7707739933,0.1795164991258741,0.004643021132552052
2000\segment_58.wav,0.41735297,0.0838489,3515.275609809066,895150.7640971612,3233.1139700942163,135075.95586729396,7540.902099609375,1423320.5904230475,0.1537812732514881,0.005592019464356018
2000\segment_59.wav,0.42143437,0.08603416,3100.06541886851,363168.4743619109,2943.862577229917,101295.01917034174,6732.43625588613,1230940.2576674437,0.14170691085188356,0.0028282464428586885
2000\segment_6.wav,0.39642984,0.09502421,2700.0035095802064,781447.831592444,2658.4034100223357,208996.18216528135,5742.012244726212,2958477.4439249914,0.11721689622606224,0.005080415779288814
2000\segment_7.wav,0.40055263,0.09278994,2672.861682488975,1066279.8956410987,2611.9992342618048,263709.03605906945,5642.473476105019,3858803.3701949683,0.11900247762353607,0.0076384785588838496
2000\segment_8.wav,0.37708664,0.09127682,2642.243148247815,560028.8292392907,2585.201559976607,168924.52362738884,5500.142510749673,2234817.393534142,0.14054156743000779,0.006132612577031093
2000\segment_9.wav,0.3855698,0.08850598,2417.3485638741927,638718.9110355951,2299.9236743784622,143231.66440271362,4888.0251420520335,1660216.6348557705,0.12884745362865876,0.0067651618860999525
