filename,chroma_stft_mean,chroma_stft_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var
1970\segment_25.wav,0.34407756,0.094276935,2027.439476520918,759063.0669397779,2318.3723042183833,254922.633303355,4338.531159304131,3126213.8339965316,0.09135710549406048,0.004859881488502213
1970\segment_26.wav,0.33408967,0.09861962,1705.309370627011,334221.41870217357,2196.5220644222977,218312.40491891577,3933.643998730987,2146539.959335338,0.04928734629691054,0.0009664376326253435
1970\segment_27.wav,0.3007992,0.09240429,2359.8832998493376,736399.6269942271,2567.309420409298,229815.1083582382,5294.556936632045,3421228.357425858,0.09588304195931042,0.0031288039492330146
1970\segment_28.wav,0.27871647,0.090211555,1455.8200032678917,275059.35065631225,2001.4247460179986,188071.90601332893,2730.435442103683,2128240.9254789003,0.055966322537196425,0.0012469940490498646
1970\segment_29.wav,0.2818634,0.09035112,1230.9835210374074,193123.97721604726,1602.6624431694806,87546.5279503989,2083.6373673624066,782658.4805663656,0.06256648074730514,0.0016823576939339118
1970\segment_3.wav,0.29244268,0.093266524,2077.2037208931897,427298.7539106929,2452.0911520715767,141457.11293507338,4865.500176285898,2117435.5337327733,0.07105924297311453,0.001803107562703864
1970\segment_30.wav,0.28101572,0.09490663,1640.8211526275677,680970.3707508518,1957.5045853210763,268653.2951777541,3112.180241009661,2941349.079017462,0.0779445347288486,0.0034923139317961003
1970\segment_31.wav,0.30401215,0.092308104,2894.712082511236,758652.9258812213,3017.4364546841266,128465.22248968185,6672.898109423199,2437560.8142964817,0.10974475734366236,0.004653356071735811
1970\segment_32.wav,0.3155384,0.08979035,1501.77625407134,531535.123330019,1846.8021386849055,192625.0487561771,3071.834271018498,2378686.00839956,0.07348749444506165,0.002318805811727133
1970\segment_33.wav,0.3157995,0.09255493,1930.8374746457807,999251.685834096,2220.55797871493,328872.7466181472,3906.5031541813887,3903002.1301489435,0.09460678078580184,0.005521104000976697
1970\segment_34.wav,0.34216872,0.096154265,1787.993978512846,371757.26154953067,2113.7714541315936,273009.1974252653,3683.1359901375845,2302802.1590257226,0.07694979705639121,0.001964095563745299
1970\segment_35.wav,0.24888203,0.09356106,2032.01665687759,633007.6524776774,2325.7027147603776,156911.46637404014,4362.475248147513,2080318.360406194,0.07787270582359256,0.003982125887989857
1970\segment_36.wav,0.31470662,0.08841987,2411.420945691868,394236.4478585681,2479.0720479767465,130242.54814440747,4877.392297113763,1824428.8641985995,0.12165906708920421,0.0028261206065990046
1970\segment_37.wav,0.43265754,0.0882716,2597.45644063979,534793.2805805678,2404.774578097624,109578.58352411076,5204.477168591142,1338204.1250395018,0.14679053253034902,0.005487173323280687
1970\segment_38.wav,0.28491667,0.093540676,1505.298595472341,750109.5849308532,1758.438279197946,454976.3591971584,3082.52026931728,3628037.045875569,0.06404744250201383,0.002389696600705458
1970\segment_39.wav,0.32165495,0.0890827,1630.4398767170292,653897.6730611689,2041.5377448677043,268328.0642192465,3362.122140131175,2769085.268077957,0.06609011823028536,0.0032098901657922705
1970\segment_4.wav,0.38785708,0.090125896,2362.1813577920047,612975.5809461414,2506.805238506215,184297.96950151018,5193.449261762368,2099782.3743110793,0.09236486327432648,0.003383299496273293
1970\segment_40.wav,0.2497102,0.09100213,1910.376699680232,899645.8523343316,2182.0266046722236,355763.6846645413,3967.50494541266,4129944.548765814,0.08047507957175926,0.004919231223936786
1970\segment_41.wav,0.30910143,0.09263739,1698.8366355073417,317891.17048485426,1946.7605495599241,130466.2062434337,3466.782175204031,1449099.255389049,0.07371587542890586,0.001704235577115426
1970\segment_5.wav,0.2769941,0.08744008,2042.79615189911,666419.3392808279,2311.7352135837564,138406.79271356956,4289.143844114841,2053833.4796004281,0.09203158885419384,0.00555258153166959
1970\segment_6.wav,0.3051963,0.0872786,2521.6684131810475,605885.6954473188,2403.727317248719,141177.59082871914,5024.319618626645,2083005.8945232786,0.13023182777428405,0.004335500119573804
1970\segment_7.wav,0.27954638,0.09241089,1669.3014614352498,361691.2994866347,1918.457327568323,114174.16519117662,3444.095807679942,1294138.921236365,0.07161723392110475,0.0018331399277511052
1970\segment_8.wav,0.26229566,0.097422674,972.1732513242694,283406.8990260534,1544.4614786616803,239644.67911534125,1588.308219839127,1707584.499114119,0.04265046927971543,0.0010108063317992007
1970\segment_9.wav,0.3181751,0.091825336,1891.1505858308894,776691.1471062267,2515.2963920121065,246441.31815885875,4393.489663860433,4816218.902170181,0.05585464861737043,0.002224989427988389
